 written on  3Mar2025 at 15:06:01 
  -2.7154998339172227        0.0000000000000000        2.7154998339172227     
   0.0000000000000000        2.7154998339172227        2.7154998339172227     
  -2.7154998339172227        2.7154998339172227        0.0000000000000000     
           8
          19
    6    2    2    6    2    6    2    2    2    1    2    2    2    6    2
    6    2    2    6

   -1   -1    1
    1    1   -0.20997497E+00  0.76013491E-16
    2    1   -0.33694759E+00  0.93981963E-01
    3    1   -0.12367508E-01 -0.12328823E-02
    4    1    0.96858450E-01  0.13224124E-01
    5    1    0.91454038E-03 -0.12394739E-01
    6    1    0.14523219E-01 -0.38408574E-02
    7    1    0.56256061E-02  0.41266901E-01
    8    1    0.26609008E+00 -0.65620795E-01
    1    2   -0.33694759E+00 -0.93981963E-01
    2    2   -0.20997461E+00  0.36436867E-16
    3    2    0.13997338E-01  0.54515030E-02
    4    2    0.25159767E+00  0.10867046E+00
    5    2   -0.14110348E-01  0.39185833E-01
    6    2   -0.12428153E-01 -0.16636239E-03
    7    2    0.16904085E-02 -0.12312702E-01
    8    2    0.97711162E-01  0.29541507E-02
    1    3   -0.12367508E-01  0.12328823E-02
    2    3    0.13997338E-01 -0.54515030E-02
    3    3   -0.20992180E+00 -0.45085097E-17
    4    3   -0.12419519E-01 -0.45232667E-03
    5    3    0.25121131E-02  0.97699706E-01
    6    3    0.91539806E-01 -0.34235441E-01
    7    3    0.22738703E-01  0.95048651E-01
    8    3   -0.11712498E-01  0.41566986E-02
    1    4    0.96858450E-01 -0.13224124E-01
    2    4    0.25159767E+00 -0.10867046E+00
    3    4   -0.12419519E-01  0.45232667E-03
    4    4   -0.20997353E+00  0.80899075E-16
    5    4    0.93237857E-03  0.14991393E-01
    6    4   -0.11475663E-01  0.47731361E-02
    7    4    0.11156420E-01  0.40126404E-01
    8    4   -0.19539450E+00  0.77476296E-01
    1    5    0.91454038E-03  0.12394739E-01
    2    5   -0.14110348E-01 -0.39185833E-01
    3    5    0.25121131E-02 -0.97699706E-01
    4    5    0.93237857E-03 -0.14991393E-01
    5    5   -0.20991980E+00  0.72645824E-16
    6    5   -0.31869806E-01 -0.92389588E-01
    7    5    0.95602279E-01 -0.20288429E-01
    8    5   -0.12918637E-01 -0.39594594E-01
    1    6    0.14523219E-01  0.38408574E-02
    2    6   -0.12428153E-01  0.16636239E-03
    3    6    0.91539806E-01  0.34235441E-01
    4    6   -0.11475663E-01 -0.47731361E-02
    5    6   -0.31869806E-01  0.92389588E-01
